timestamp,Whole,AC.central.rear,AC.central.forward,AC.central.Left,AC.central.right,AC.central.monkey,AC.central.Hobs,AC.central.tiger
12/1/2015 8:19:57,56,1250,1250.75,1249.25,1250.5,13343,1250.41,1251.36
12/1/2015 8:19:58,56,1250.25,1251.25,1249.75,1251,4214,1250.45,1251.14
12/1/2015 8:19:59,56,1251,1252.25,1250.75,1252,9406,1250.98,1251.1
12/1/2015 8:20:00,56,1252,1252.25,1251.25,1251.5,5819,1251.36,1251.16
12/1/2015 8:20:01,56,1251.5,1251.5,1249,1249.25,18199,1251.07,1251.15
12/1/2015 8:20:02,56,1249.25,1251.5,1249.25,1251.25,14283,1250.72,1251.04
12/1/2015 8:20:03,56,1251.25,1251.75,1250.25,1251.25,12030,1250.86,1251
12/1/2015 8:20:04,56,1251.25,1251.5,1250,1250.75,11172,1250.81,1250.95
12/1/2015 8:20:05,56,1250.75,1251.5,1248.75,1249.25,14613,1250.52,1250.86
12/1/2015 8:20:06,56,1249,1249.75,1248.25,1248.75,16124,1249.91,1250.67
12/1/2015 8:20:07,56,1248.75,1250.25,1248.25,1249.75,10901,1249.58,1250.4
12/1/2015 8:20:08,56,1249.75,1249.75,1247.5,1247.5,14421,1249.1,1250.07
12/1/2015 8:20:09,56,1247.5,1249.5,1247.25,1249.25,18784,1248.74,1249.74
12/1/2015 8:20:10,56,1249.25,1250.75,1249.25,1249.75,8704,1249.37,1249.65
12/1/2015 8:20:11,56,1249.5,1250.75,1249.25,1250,5611,1249.68,1249.66
12/1/2015 8:20:12,56,1250,1252,1249.75,1252,8182,1250.28,1249.81
12/1/2015 8:20:13,56,1252,1252.75,1251,1251.5,10100,1251.08,1250.13
12/1/2015 8:20:14,56,1251.75,1255,1251.5,1253.75,22414,1252.16,1250.64
12/1/2015 8:20:15,56,1253.75,1254.75,1253.5,1254,8206,1253.14,1251.26
12/1/2015 8:20:16,56,1254,1255.25,1252.75,1252.75,14907,1253.57,1251.84
12/1/2015 8:20:17,56,1252.75,1253,1250.25,1250.5,16776,1252.6,1252.03
12/1/2015 8:20:18,56,1250.5,1251,1249,1251,19702,1251.3,1251.85
12/1/2015 8:20:19,56,1251,1252.25,1250.5,1251.75,12976,1251.34,1251.72
12/1/2015 8:20:20,56,1252,1252.5,1250,1250,22906,1251.29,1251.61
12/1/2015 8:20:21,56,1250,1250.25,1248.5,1249,21691,1250.33,1251.29
12/1/2015 8:20:22,56,1249,1249.5,1248.25,1248.75,12319,1249.6,1250.87
12/1/2015 8:20:23,56,1248.75,1248.75,1247.5,1248.25,16146,1248.86,1250.37
12/1/2015 8:20:24,56,1251.75,1252.75,1251,1251.25,18210,1250.37,1250.37
12/1/2015 8:20:25,56,1251.25,1253.75,1251,1253.25,25113,1251.37,1250.62
12/1/2015 8:20:26,56,1253,1253.25,1251,1251.75,18468,1251.75,1250.9
12/1/2015 8:20:27,56,1251.75,1252,1249.5,1249.75,25527,1251.25,1250.99
12/1/2015 8:20:28,56,1249.75,1251.75,1249.75,1251.25,19071,1251,1250.99
12/1/2015 8:20:29,56,1251,1251,1249,1249.75,23115,1250.5,1250.87
12/1/2015 8:20:30,56,1249.5,1250.75,1249,1250,21931,1250.19,1250.7
12/1/2015 8:20:31,56,1250,1251.5,1250,1250.5,15786,1250.47,1250.64
12/1/2015 8:20:32,56,1250.5,1251,1249.25,1250.75,13861,1250.3,1250.55
12/1/2015 8:20:33,56,1250.5,1253.5,1250.5,1251.75,22087,1251.15,1250.7
12/1/2015 8:20:34,56,1251.5,1252.5,1250.25,1251,13161,1251.26,1250.84
12/1/2015 8:20:35,56,1251.25,1252,1249.5,1251.25,16959,1251.01,1250.88
12/1/2015 8:20:36,56,1251,1253.25,1251,1252.25,17495,1251.57,1251.05
12/1/2015 8:20:37,56,1252,1254.25,1251.5,1253.5,24363,1252.22,1251.35
12/1/2015 8:20:38,56,1253.5,1254,1252.25,1252.5,15881,1252.67,1251.68
12/1/2015 8:20:39,56,1252.5,1253.25,1251.75,1253,8337,1252.59,1251.9
12/1/2015 8:20:40,56,1252.75,1254,1252.25,1254,8529,1252.86,1252.14
12/1/2015 8:20:41,56,1254,1254,1253,1253.25,7524,1253.18,1252.4
12/1/2015 8:20:42,56,1253.25,1255.75,1252.25,1255,30549,1253.59,1252.7
12/1/2015 8:20:43,56,1255,1256.25,1254.5,1255.5,18487,1254.48,1253.14
12/1/2015 8:20:44,56,1255.25,1256,1254.25,1255.25,17352,1254.8,1253.56
12/1/2015 8:20:45,56,1255.25,1255.5,1254.5,1254.75,5552,1254.9,1253.89
12/1/2015 8:20:46,56,1254.5,1256.5,1254.5,1255.5,13517,1255.2,1254.22
12/1/2015 8:20:47,56,1255.5,1258.5,1255.5,1258,39103,1256.1,1254.69
12/1/2015 8:20:48,56,1258,1258.5,1257.5,1258,19616,1257.05,1255.28
12/1/2015 8:20:49,56,1257.75,1260,1257.75,1258.5,22942,1257.96,1255.95
12/1/2015 8:20:50,56,1258.75,1259.5,1258,1258,13413,1258.36,1256.55
12/1/2015 8:20:51,56,1258,1258,1257.25,1257.25,12044,1257.99,1256.91
12/1/2015 8:20:52,56,1257.25,1258.25,1257.25,1257.25,9708,1257.87,1257.15
12/1/2015 8:20:53,56,1257.25,1258.25,1257,1258,4911,1257.75,1257.3
12/1/2015 8:20:54,56,1258,1258.5,1257.25,1257.75,9219,1257.81,1257.43
12/1/2015 8:20:55,56,1257.75,1258,1256.75,1256.75,5575,1257.59,1257.47
12/1/2015 8:20:56,56,1256.75,1257.5,1256.5,1257.25,5121,1257.3,1257.43
12/1/2015 8:20:57,56,1257.5,1257.5,1256.5,1257,4702,1257.15,1257.36
12/1/2015 8:20:58,56,1256.75,1258,1256.75,1257.75,5222,1257.26,1257.33
12/1/2015 8:20:59,56,1257.75,1258,1255.75,1256,9777,1257.07,1257.27
12/1/2015 8:21:00,56,1255.75,1256.25,1255.25,1255.25,13329,1256.41,1257.05
12/1/2015 8:21:01,56,1255.5,1256,1255.25,1255.75,4166,1256.02,1256.79
12/1/2015 8:21:02,56,1255.75,1256,1255.25,1255.75,4166,1255.82,1256.55
12/1/2015 8:21:03,56,1255.75,1256,1255.25,1255.75,5123,1255.72,1256.34
12/1/2015 8:21:04,56,1255.75,1255.75,1253.5,1254.75,17146,1255.17,1256.05
12/1/2015 8:21:05,56,1254.75,1255,1254,1254.5,4361,1254.84,1255.75
12/1/2015 8:21:06,56,1254.5,1255.25,1254.25,1254.75,3109,1254.79,1255.51
12/1/2015 8:21:07,56,1254.75,1255.75,1254.5,1255.5,5297,1254.96,1255.37
12/1/2015 8:21:08,56,1255.25,1255.5,1254.75,1254.75,1543,1255.04,1255.29
12/1/2015 8:21:09,56,1254.75,1255.75,1254.75,1255.25,5823,1255.15,1255.25
12/1/2015 8:21:10,56,1255.5,1255.75,1254.75,1254.75,5923,1255.2,1255.24
12/1/2015 8:21:11,56,1254.75,1255,1254.25,1254.25,3874,1254.91,1255.16
12/1/2015 8:21:12,56,1254.5,1254.5,1252.25,1253.5,24826,1254.14,1254.9
12/1/2015 8:21:13,56,1253.5,1253.75,1252.5,1253.5,6571,1253.63,1254.59
12/1/2015 8:21:14,56,1253.25,1255.75,1253,1255.5,15764,1253.95,1254.45
12/1/2015 8:21:15,56,1255.5,1255.75,1254.25,1254.75,7228,1254.46,1254.45
12/1/2015 8:21:16,56,1254.75,1255,1254.25,1254.5,1571,1254.54,1254.48
12/1/2015 8:21:17,56,1254.5,1254.75,1253.25,1253.75,6373,1254.27,1254.43
12/1/2015 8:21:18,56,1254,1254,1252.75,1253,13018,1253.82,1254.28
12/1/2015 8:21:19,56,1253,1254,1252.5,1253.75,6237,1253.54,1254.09
12/1/2015 8:21:20,56,1253.75,1254.25,1252.5,1252.75,8784,1253.46,1253.93
12/1/2015 8:21:21,56,1253,1253.5,1252,1253,14261,1253.16,1253.77
12/1/2015 8:21:22,56,1253,1253.25,1250.5,1251.25,24838,1252.65,1253.55
12/1/2015 8:21:23,56,1251,1251.75,1250.5,1251.5,11489,1251.89,1253.13
12/1/2015 8:21:24,56,1251.5,1252.25,1250.5,1251.75,9484,1251.63,1252.76
12/1/2015 8:21:25,56,1251.5,1253.75,1251.5,1253.25,8819,1252.13,1252.6
12/1/2015 8:21:26,56,1253,1253.5,1252.5,1252.5,7715,1252.56,1252.59
12/1/2015 8:21:27,56,1252.5,1253,1252.25,1252.75,5465,1252.59,1252.59
12/1/2015 8:21:28,56,1252.75,1254.5,1252.5,1254.5,11925,1253.05,1252.71
12/1/2015 8:21:29,56,1254.5,1255,1253.25,1253.75,9561,1253.59,1252.93
12/1/2015 8:21:30,56,1253.75,1254,1252.75,1253,7257,1253.48,1253.06
12/1/2015 8:21:31,56,1253.25,1253.75,1251.75,1252.75,11577,1253.12,1253.08
12/1/2015 8:21:32,56,1252.5,1254,1252.25,1253.5,8162,1253.12,1253.09
12/1/2015 8:21:33,56,1253.5,1254,1252,1253.5,8214,1253.06,1253.08
12/1/2015 8:21:34,56,1253.5,1254,1252.25,1253.25,7975,1253.09,1253.08
12/1/2015 8:21:35,56,1253.5,1254.5,1252.75,1253,6898,1253.36,1253.15
12/1/2015 8:21:36,56,1253,1253.25,1251.5,1252,10434,1252.87,1253.08
12/1/2015 8:21:37,56,1252.25,1252.25,1249.75,1250.75,23724,1251.93,1252.79
12/1/2015 8:21:38,56,1250.5,1251.5,1250,1251.25,7559,1251.34,1252.43
12/1/2015 8:21:39,56,1251,1251.25,1250,1250,5833,1250.98,1252.07
12/1/2015 8:21:40,56,1250,1250.5,1249,1250.25,18368,1250.37,1251.64
12/1/2015 8:21:41,56,1250.25,1250.75,1249.25,1250.5,17319,1250.18,1251.28
12/1/2015 8:21:42,56,1250.5,1251.5,1250.25,1251.25,14589,1250.53,1251.09
12/1/2015 8:21:43,56,1251.25,1252.25,1251,1251.5,9792,1251.08,1251.09
12/1/2015 8:21:44,56,1251.75,1252.75,1251.5,1252.5,9143,1251.6,1251.22
